stock_name,stock_id,totalscore,score_tech,score_money,score_news,score_industry,score_basic新媒股份,300770,6.2,6.6,7.1,6.1,1.8,7.0
大有能源,600403,5.2,4.1,7.0,6.2,6.0,4.2
动力源,600405,5.0,3.2,4.9,5.5,5.4,6.6
国电南瑞,600406,6.1,6.2,5.8,5.5,6.4,6.3
ST安泰,600408,5.1,5.4,3.7,5.1,6.0,5.6
三友化工,600409,5.2,4.8,3.8,5.5,6.4,6.0
华胜天成,600410,3.9,3.0,2.0,5.7,5.4,5.0
小商品城,600415,5.4,4.1,5.6,5.6,6.2,6.2
湘电股份,600416,5.6,6.6,4.6,4.9,6.4,5.4
江淮汽车,600418,5.9,5.2,6.4,5.5,5.6,6.6
天润乳业,600419,5.3,4.7,4.8,5.5,4.9,6.4
现代制药,600420,5.5,5.4,5.2,5.5,6.0,5.6
*ST仰帆,600421,5.1,6.7,2.5,5.1,6.1,4.9
昆药集团,600422,5.2,5.6,2.7,5.5,6.1,6.2
*ST柳化,600423,5.5,8.2,3.4,5.5,6.4,3.7
青松建化,600425,5.1,4.8,3.4,6.3,6.8,5.5
华鲁恒升,600426,5.5,5.3,4.0,5.5,6.4,6.7
中远海特,600428,5.2,4.2,5.6,6.3,5.1,5.3
三元股份,600429,5.5,4.2,6.2,5.6,5.9,6.2
退市吉恩,600432,4.6,5.0,3.0,5.5,3.5,5.2
冠豪高新,600433,4.3,2.8,2.9,5.5,6.0,5.9
北方导航,600435,4.3,3.7,2.9,5.5,4.8,5.4
片仔癀,600436,6.9,8.9,6.3,5.5,6.1,6.3
通威股份,600438,5.7,4.2,5.2,5.7,6.4,7.8
瑞贝卡,600439,5.4,6.0,3.8,5.5,6.5,5.5
国机通用,600444,5.4,5.8,4.6,5.5,6.3,5.0
金证股份,600446,5.4,5.6,4.1,5.6,5.4,6.1
华纺股份,600448,4.5,4.2,2.6,5.5,6.5,5.0
宁夏建材,600449,6.5,8.1,4.8,6.3,6.8,5.9
涪陵电力,600452,6.5,6.0,7.0,5.5,6.2,7.4
博通股份,600455,6.0,6.2,6.4,5.5,5.2,6.2
宝钛股份,600456,4.9,3.0,2.7,8.9,5.8,6.1
时代新材,600458,4.2,1.8,5.3,4.8,6.4,4.9
贵研铂业,600459,4.7,3.8,3.4,5.5,5.8,6.0
士兰微,600460,4.4,4.0,2.2,5.5,5.4,5.4
洪城水业,600461,5.9,5.6,5.6,5.5,6.8,6.4
*ST九有,600462,4.7,4.2,3.7,5.5,6.5,4.7
空港股份,600463,5.0,4.4,5.2,5.5,5.7,4.9
蓝光发展,600466,6.7,7.6,5.7,5.7,6.5,7.2
好当家,600467,4.6,3.3,4.0,5.5,6.0,5.4
百利电气,600468,4.6,3.4,4.5,5.6,6.4,4.9
风神股份,600469,5.9,5.3,5.5,6.3,6.3,6.7
六国化工,600470,5.1,4.4,4.1,5.5,6.4,5.8
华光股份,600475,5.7,5.7,3.8,6.3,6.4,6.4
湘邮科技,600476,4.4,3.3,3.9,5.5,5.4,5.2
杭萧钢构,600477,5.1,3.4,5.2,5.5,6.1,6.3
科力远,600478,5.3,5.0,5.2,5.5,5.6,5.4
千金药业,600479,5.8,5.7,5.2,5.5,6.1,6.5
凌云股份,600480,5.5,5.7,4.0,6.2,6.2,5.7
双良节能,600481,5.5,4.6,5.6,5.7,6.6,5.9
中国动力,600482,5.6,5.8,5.3,5.5,4.8,5.8
福能股份,600483,5.6,4.2,7.3,5.9,6.2,5.4
*ST信威,600485,4.7,5.3,3.2,5.2,4.0,5.2
扬农化工,600486,6.0,6.1,5.2,5.5,6.4,6.5
亨通光电,600487,5.3,5.2,4.1,5.7,4.0,6.7
天药股份,600488,5.3,4.6,5.5,5.6,6.0,5.7
中金黄金,600489,4.9,5.6,3.1,5.8,5.8,4.7
鹏欣资源,600490,5.2,5.3,3.5,5.5,5.8,5.9
龙元建设,600491,6.8,8.6,6.5,5.5,6.1,6.1
凤竹纺织,600493,4.7,2.9,4.3,5.5,6.5,5.9
晋西车轴,600495,4.9,5.6,3.1,5.7,5.8,4.7
精工钢构,600496,5.1,5.4,3.1,5.6,6.1,5.7
驰宏锌锗,600497,5.7,5.9,4.9,5.5,5.8,6.3
烽火通信,600498,5.5,5.9,3.3,5.7,4.0,7.2
科达洁能,600499,5.7,5.5,4.8,5.5,6.3,6.4
中化国际,600500,4.7,2.8,4.9,5.5,6.4,5.7
航天晨光,600501,4.9,4.2,4.3,5.5,6.3,5.2
安徽建工,600502,5.3,5.4,3.3,5.5,6.1,6.3
华丽家族,600503,4.5,4.4,3.0,5.5,6.5,4.5
